kldb_title_de,kldb_title_en_proxy,kldb_5_code
Lehrkraft - Sprachtherapie,Teacher - speech therapy,84213
Lehrkraft - Tierwirtschaftliche Aus- u. Weiterbildung,Teacher - animal economics training and further education,84223
Lehrkraft (g.D.) - Landesfinanzschulen,Teacher (g.D.) - state finance schools,84304
Lehrkraft fr besondere Aufgaben - Hochschulen,Teacher for special tasks - universities,84304
Lehrlogopde/-logopdin,Teaching logopde/-logopdin,84213
Lehrmasseur/in,Teaching masseur,84213
Lehrorthoptist/in,Teaching orthoptist,84213
Lehrpurser/-purserette - Flugbegleitung,Training purser/purserette - flight attendant,84223
Lehrrettungsassistent/in,Teaching rescue assistant,84213
Lehrschweiáer/in,Apprentice welder,84223
Lehrtherapeut/in,Teaching therapist,84213
Lehrwart/in (Tanzsport),Instructor (dance sport),84533
Leibwchter/in,Bodyguard,53111
Leichenbestatter/in,undertaker,82402
Leichenwrter/in,Mortuary attendant,82402
Leichenwscher/in,Corpse cleaner,82402
Leichtflugzeugbauer/in,Light aircraft builder,25232
Leichtmatrose/-matrosin (Seeschifffahrt),Seaman (sea shipping),51132
Leichtmetallbautechniker/in,Light metal construction technician,24413
Leichtmetallgieáer/in,Light metal caster,24132
Leichtmetallschmied/in,Light metal blacksmith,24412
Leichttaucher/in,Light diver,24432
Leierbauer/in,Lyre maker,93612
Leierkastenmann/-frau,Organ grinder man/woman,94382
Leinenbleicher/in,Linen bleacher,28142
Leinenmangler/in,Linen mangler,54101
Leinenwarenbleicher/in,Linen goods bleacher,28142
"Leistenarbeiter/in (Holz, Kunststoff)","Strip worker (wood, plastic)",22301
Leistenvergolder/in,Molding gilder,93342
Leistungsprfer/in (Tierzucht),Performance auditor (animal breeding),11213
Leistungssachbearbeiter/in (Krankenversicherung),Benefits clerk (health insurance),72132
Leitende Pflegefachkraft,Senior Nursing Specialist,81393
Leitende(r) Assistent/in - Funktionsdiagnostik,Senior Assistant - Functional Diagnostics,81222
Leitende(r) Assistent/in - Medizinisch-techn. Labor,Leading Assistant - Medical-Technical. laboratory,81212
Leitende(r) Assistent/in - Veterinrmedizin,Senior Assistant - Veterinary Medicine,81242
Leitende(r) Lehrassistent/in,Lead teaching assistant,84213
Leitende/r Arzt/rztin,Senior doctor,81494
Leitende/r Assistent/in - Radiologie,Senior Assistant - Radiology,81232
Leitende/r Direktor/in - Sparkassendienst,Senior Director - Savings Bank Service,72194
Leitende/r Einkufer/in,Senior Buyer,61113
Leitende/r Gesundheits- und Krankenschwester/-pfleger,Senior health and nurse,81393
Leitende/r Gymnastiklehrer/in,Lead gymnastics teacher,84583
Leitende/r Hausmeister/in,Lead caretaker,34193
Leitende/r Haustechniker/in,Senior building technician,34193
Leitende/r Notarmitarbeiter/in,Senior notary employee,73113
Leitende/r Physiotherapeut/in,Lead physiotherapist,81794
Leitende/r Redakteur/in,Senior Editor,92494
Leitende/r Schwester/Pfleger (Kinderkrankenpflege),Senior nurse/nurse (pediatric nursing),81393
Leitende/r Technische/r Zeichner/in,Senior technical draftsman,27212
Leitender Entbindungspfleger/Leitende Hebamme,Senior Maternity Nurse/Senior Midwife,81393
Leitender Unterrichtspfleger/Leitende Unterrichtsschwester,Senior teaching nurse/senior teaching nurse,84213
Leiter/in - Altenpflegeeinrichtung,Manager - geriatric care facility,82194
Leiter/in - ambulante Pflegedienste,Head of outpatient care services,81394
Leiter/in - ambulante Sozialdienste,Head of outpatient social services,83194
Leiter/in - Anwendungsentwicklung (EDV),Head of Application Development (IT),43494
Leiter/in - Arbeitsvorbereitung,Head of Work Preparation,27394
Leiter/in - Asset Management,Head of Asset Management,72194
Leiter/in - Aus- und Weiterbildung,Head of training and further education,71514
Leiter/in - Ausbildungswesen,Head of Training,71514
Leiter/in - Bderbetrieb,Manager - Bderbetrieb,53194
Leiter/in - Beherbergungsbetrieb,Manager - accommodation company,63294
Leiter/in - Behinderteneinrichtung,Head of facility for the disabled,83194
Leiter/in - Benutzerservicezentrum (EDV),Head of User Service Center (EDP),43294
Leiter/in - berufliche Fort- und Weiterbildung,Head of vocational training and further education,71514
Leiter/in - berufliche Fortbildungseinrichtung,Head of vocational training institution,84294
Leiter/in - Berufsbildung,Head of Vocational Training,71514
Leiter/in - Beschaffungswesen,Head of Procurement,61194
Leiter/in - Bestattungsunternehmen,Manager - Funeral Home,82494
Leiter/in - betriebliche Aus- und Weiterbildung,Head of in-company training and further education,71514
Leiter/in - Betriebliche Instandhaltung,Head of operational maintenance,25194
Leiter/in - Betriebliche Instandhaltung (Chemieindustrie),Head of operational maintenance (chemical industry),25194
Leiter/in - Betriebliche Instandhaltung (Druckindustrie),Head of operational maintenance (printing industry),25194
Leiter/in - Betriebliche Instandhaltung (Elektroindustrie),Head of operational maintenance (electrical industry),25194
Leiter/in - Betriebliche Instandhaltung (Fahrzeugindustrie),Head of operational maintenance (vehicle industry),25194
Leiter/in - Betriebliche Instandhaltung (Getrnkeindustrie),Head of operational maintenance (beverage industry),25194
Leiter/in - Betriebliche Instandhaltung (Glas/KeramInd.),Head of Operational Maintenance (Glass/Ceramic Ind.),25194
Leiter/in - Betriebliche Instandhaltung (Holzindustrie),Head of operational maintenance (wood industry),25194
Leiter/in - Betriebliche Instandhaltung (Kunststoffind.),Head of operational maintenance (plastics industry),25194
Leiter/in - Betriebliche Instandhaltung (Lebensmittelind.),Head of operational maintenance (food industry),25194
Leiter/in - Betriebliche Instandhaltung (Maschinenbau),Head of operational maintenance (mechanical engineering),25194
Leiter/in - Betriebliche Instandhaltung (Optische Ind.),Head of Operational Maintenance (Optical Ind.),25194
Leiter/in - Betriebliche Instandhaltung (Textilindustrie),Head of operational maintenance (textile industry),25194
Leiter/in - Betriebliche Instandhaltung (Versorgungstechnik),Head of operational maintenance (supply technology),25194
Leiter/in - betriebliches Bildungswesen (Bausparkasse),Head of in-company training (building society),71514
Leiter/in - Biogasanlagen,Manager - biogas plants,26293
Leiter/in - Brand Management,Head of Brand Management,92194
Leiter/in - Controlling,Head of Controlling,72294
Leiter/in - Diakoniestation,Head of Diaconia Station,81394
Leiter/in - Digitalisierung,Head of Digitalization,71394
Leiter/in - Einkauf,Head of Purchasing,61194
Leiter/in - Endaufmachung (Maschenindustrie),Head of Finishing (Mesh Industry),28194
Leiter/in - Engineering,Head of Engineering,27394
Leiter/in - Eurythmieschule,Head of Eurythmy School,84294
Leiter/in - Export,Head of Export,61194
Leiter/in - Film- und Fernsehproduktion,Head of Film and Television Production,94493
Leiter/in - Finanz- und Rechnungswesen,Head of Finance and Accounting,72294
Leiter/in - Finanzbuchhaltung,Head of Financial Accounting,72294
Leiter/in - Forschung und Entwicklung,Head of Research and Development,27194
Leiter/in - Forschungsgruppe,Head of research group,27104
Leiter/in - Fuápflegeschule,Head of Foot Care School,84294
Leiter/in - Galvanikabteilung,Head of electroplating department,24393
Leiter/in - Gastronomiebetrieb,Manager - catering business,63394
Leiter/in - Gaststtte,Manager - restaurant,63394
Leiter/in - Haus- und Familienpflegeschule,Head of Home and Family Care School,84294
Leiter/in - Immobilienmanagement,Head of Real Estate Management,61394
Leiter/in - Informatik,Head of IT,43194
Leiter/in - Informations-/Cybersicherheit,Head of Information/Cyber ​​Security,43394
Leiter/in - Informationsmanagement,Head of Information Management,43194
Leiter/in - Innovationsmanagement,Head of Innovation Management,27194
Leiter/in - Instrumentalabteilung (Musikschule),Head of Instrumental Department (Music School),84494
Leiter/in - IT,Head of IT,43394
Leiter/in - Jugendbildungssttte,Head of youth education center,84494
Leiter/in - Key Account Management,Head of Key Account Management,92194
Leiter/in - kirchliche Bildungssttte (Kath. Kirchendienst),Head of church educational center (Catholic church service),84494
Leiter/in - Konservenherstellung,Manager - Canning,29294
Leiter/in - Konstruktion,Head of Construction,27294
Leiter/in - Konzernrevision,Head of Group Audit,72294
Leiter/in - Kostenrechnung,Head of Cost Accounting,72294
Leiter/in - Krankenhausbetriebstechnik,Head of Hospital Operations Technology,34193
Leiter/in - Kundendienst (kaufmnnisch),Head of Customer Service (Commercial),61194
Leiter/in - Kundendienst (technisch),Head of Customer Service (Technical),25194
Leiter/in - Kundendienst-/Reparaturwerkstatt (Elektromech.),Head of customer service/repair workshop (electromechanical),25194
Leiter/in - Lagerwirtschaft,Manager - Warehousing,51394
Leiter/in - Lagerwirtschaft/Materialwirtschaft,Head of Warehousing/Materials Management,51394
Leiter/in - Laienmusizieren,Leader - amateur music making,94134
Leiter/in - Logistik,Head of Logistics,51694
Leiter/in - Lohn- u. Gehaltsabrechnung,Head of payroll accounting,72294
Leiter/in - Marketing,Head of Marketing,92194
Leiter/in - Marketing Kommunikation,Head of Marketing Communications,92194
Leiter/in - Markt (Banken),Head of Market (Banks),72194
Leiter/in - Marktfolge (Banken),Head of Back Office (Banks),72194
Leiter/in - Maschinenabteilung (Bergbaumaschinentechnik),Head of Machinery Department (Mining Machinery Technology),21194
Leiter/in - Maschinenanlagen,Manager - mechanical systems,51133
Leiter/in - Maschinenanlagen (FH),Head of Machinery (FH),51134
Leiter/in - Maschinenanlagen (FS),Head of Machinery (FS),51133
Leiter/in - Materialwirtschaft,Head of Materials Management,51694
Leiter/in - Medizincontrolling,Head of Medical Controlling,82214
Leiter/in - Museum,Manager - Museum,94794
Leiter/in - Musikschule,Head of music school,84494
Leiter/in - Oberflchentechnik,Head of Surface Technology,24393
Leiter/in - Operationsdienst,Head of Operations Service,81394
Leiter/in - Personal,Head of Human Resources,71594
Leiter/in - Personalentwicklung,Head of Personnel Development,71594
Leiter/in - Pflegedienst,Head of nursing service,81394
Leiter/in - Pflegeschule,Head of Nursing School,84294
Leiter/in - Polsterei und Montage,Manager - Upholstery and Assembly,28294
Leiter/in - Presse- und ffentlichkeitsarbeit,Head of Press and Public Relations,92294
Leiter/in - Process Engineering,Head of Process Engineering,27394
Leiter/in - Produktion/Fertigung,Head of Production/Manufacturing,27394
"Leiter/in - Produktionsabteilung (Brauwesen, Getrnketechn.)","Head of Production Department (Brewing, Beverage Technology)",29194
Leiter/in - Programmierung,Head of Programming,43494
Leiter/in - Projekt-/Programmmanagement,Head of Project/Program Management,71394
"Leiter/in - Projektentwicklung (Immobilien, Bau)","Head of Project Development (Real Estate, Construction)",31194
Leiter/in - Public Affairs (Lobbying),Head of Public Affairs (Lobbying),92294
Leiter/in - Qualittsmanagement,Head of Quality Management,27394
Leiter/in - Qualittssicherung,Head of Quality Assurance,27394
Leiter/in - Rechnungswesen,Head of Accounting,72294
Leiter/in - Rechtsabteilung,Head of Legal Department,73194
Leiter/in - Rechtsreferat,Head of Legal Department,73194
Leiter/in - Recruiting,Head of Recruiting,71594
Leiter/in - Reisebro,Head of travel agency,63194
Leiter/in - Rettungsdienst,Head of emergency services,53194
Leiter/in - Revision,Head of Audit,72294
Leiter/in - Risikomanagement,Head of Risk Management,72194
Leiter/in - Sachverstndigenbro fr Umweltfragen,Head of expert office for environmental issues,42394
Leiter/in - Schullandheim,Head of school camp,83194
Leiter/in - Sicherheitsdienstes (Bergbau),Head of Security Service (Mining),21194
Leiter/in - Softwareentwicklung,Head of Software Development,43494
Leiter/in - soziale Einrichtung,Head of social institution,83194
Leiter/in - Sozialstation,Head of social station,81394
Leiter/in - Sprachenschule,Head of Language School,84494
Leiter/in - Station (Pflege),Head of ward (nursing),81393
Leiter/in - Statistik,Head of Statistics,41194
Leiter/in - Steuerwesen/Steuerkanzlei,Head of Taxation/Tax Office,72304
Leiter/in - Studienseminar,Head of study seminar,84144
Leiter/in - Supply-Chain-Management,Head of Supply Chain Management,51694
Leiter/in - Tiergarten,Head - Zoo,11594
Leiter/in - Touristinformation,Head of Tourist Information,63194
Leiter/in - Treasury,Head of Treasury,72294
Leiter/in - Unternehmensentwicklung,Head of Corporate Development,71394
Leiter/in - Unternehmenskommunikation,Head of Corporate Communications,92294
Leiter/in - Verkauf (Handel),Head of Sales (Trading),62194
Leiter/in - Verkauf (Nahrungsmittelhandwerk),Head of Sales (Food Crafts),62194
Leiter/in - Verkaufseinrichtung,Manager - Sales Facility,62194
Leiter/in - Vertrieb,Head of Sales,61194
Leiter/in - Vertrieb (Agrarwirtschaft),Head of Sales (Agriculture),61194
Leiter/in - Vertrieb (Bau),Head of Sales (Construction),61194
Leiter/in - Vertrieb (Bekleidungsindustrie),Head of Sales (clothing industry),61194
Leiter/in - Vertrieb (Chemische Industrie),Head of Sales (Chemical Industry),61194
Leiter/in - Vertrieb (Druck-/Medientechnik),Head of Sales (Print/Media Technology),61194
Leiter/in - Vertrieb (Elektrotechnik/Elektronik),Head of Sales (Electrical Engineering/Electronics),61194
Leiter/in - Vertrieb (Energietechnik),Head of Sales (Energy Technology),61194
Leiter/in - Vertrieb (Fahrzeugtechnik),Head of Sales (Vehicle Technology),61194
Leiter/in - Vertrieb (Feinwerktechnik/Optik),Head of Sales (Precision Engineering/Optics),61194
Leiter/in - Vertrieb (Gartenbau),Head of Sales (Horticulture),61194
Leiter/in - Vertrieb (Gebude-/Energie-/Versorgungstechnik),Head of Sales (Building/Energy/Supply Technology),61194
Leiter/in - Vertrieb (Getrnkeindustrie/Brauwesen),Head of Sales (Beverage Industry/Brewing),61194
Leiter/in - Vertrieb (Glas/Keramik),Head of Sales (Glass/Ceramics),61194
Leiter/in - Vertrieb (Holzwirtschaft),Head of Sales (Wood Industry),61194
Leiter/in - Vertrieb (Kunststoffindustrie),Head of Sales (Plastics Industry),61194
Leiter/in - Vertrieb (Lebensmittelindustrie/-handel),Head of Sales (Food Industry/Trade),61194
Leiter/in - Vertrieb (Lederindustrie),Head of Sales (Leather Industry),61194
Leiter/in - Vertrieb (Maschinenbau),Head of Sales (Mechanical Engineering),61194
Leiter/in - Vertrieb (Papier/Verpackung),Head of Sales (Paper/Packaging),61194
Leiter/in - Vertrieb (Pharmaindustrie),Head of Sales (Pharmaceutical Industry),61194
Leiter/in - Vertrieb (Textilindustrie),Head of Sales (Textile Industry),61194
Leiter/in - Vertriebsinnendienst,Head of Internal Sales,61194
Leiter/in - Volkshochschule,Head - Adult Education Center,84494
Leiter/in - vorschulpdagogische Einrichtung,Head of preschool educational institution,83194
Leiter/in - Waldorflehrerseminar,Head of Waldorf teacher seminar,84144
Leiter/in - Warenschau (Maschenindustrie),Head of goods inspection (mesh industry),28194
Leiter/in - Werksttten fr Menschen mit Behinderungen,Head of workshops for people with disabilities,83194
Leiter/in - Werkstoffprflabor,Head of materials testing laboratory,41494
Leiter/in - Werkzeugbau,Head of toolmaking,24593
Leiter/in - Zuschneiderei (Rauchwaren),Head of tailoring department (furniture),28394
Leiter/in /Teamleiter/in - Finanzbuchhaltung,Head/Team Leader - Financial Accounting,72294
Leiter/in der Beleuchtung,Head of lighting,94593
Leiter/in der Schauspielmusik,Head of Drama Music,94134
Leiter/in des Knstlerischen Betriebsbros,Head of the artistic operations office,94493
Leiter/in einer Baustoffprfstelle,Head of a building materials testing center,41494
Leiter/in einer Prfgruppe (Halbleitertechnik),Head of a testing group (semiconductor technology),41493
Leiter/in einer Prfgruppe (Metalltechnik),Head of a testing group (metal technology),41493
Leiter/in einer Prfgruppe (Werkstoffprfung),Head of a testing group (materials testing),41493
Leiter/in Ferienanlage - Eigentumsferienhuser/-wohnungen,Manager of holiday resort - owner-occupied holiday homes/apartments,61394
Leiter/in Ferieneinrichtung,Head of holiday facility,63294
Leiter/in Oberfinanzkasse (g.D. - Steuerverwaltung),Head of Oberfinanzkasse (g.D. - Tax Administration),73293
Leiter/in Vetrieb (kaufmnnisch),Head of Sales (Commercial),61194
Leiter/in Vetrieb (technisch),Head of Sales (technical),61194
